"Participant","File","Task.Condition","Fit.type","R","Rmin","Rmax","dprime","dmin","dmax","AUROC","Frequency","Age","Sex","LowOrHighStart","ClumpedOrEven","NativeSpeaker","EngAoA","Bilingual","WorkerType","TimeToCompletion"
"YF2iVh3DUpa7xnsQ9q9v","YF2iVh3DUpa7xnsQ9q9v_responses_low.xlsx","Sheet1","Conf",2.51655265514503e-07,0,0.7,1.2525538254,0.1876954336,1.5974860171,0.8121072675,"low",58,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",23
"YfiRdT4N8QA2MYDBmtxJ","YfiRdT4N8QA2MYDBmtxJ_responses_high.xlsx","Sheet1","Conf",0.1379295551,0,0.3,0.479728868,4.06032151659445e-05,0.9474915631,0.6834283226,"high",60,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",28
"YfiRdT4N8QA2MYDBmtxJ","YfiRdT4N8QA2MYDBmtxJ_responses_low.xlsx","Sheet1","Conf",0.4423507976,0.25,0.6,0.3658328054,2.87178028821158e-05,0.9949489532,0.7780887854,"low",60,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",28
"YGalL98umToGO0fANuif","YGalL98umToGO0fANuif_responses_high.xlsx","Sheet1","Conf",0.1211134032,0,0.3,0.6743173453,0.2516321179,1.111925469,0.7216148782,"high",53,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",14
"YGalL98umToGO0fANuif","YGalL98umToGO0fANuif_responses_low.xlsx","Sheet1","Conf",0.1055646897,0,0.25,0.7824785997,0.3499908562,1.2191127722,0.7405862818,"low",53,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",14
"YgN8FNnWCVt2X7xN4sm3","YgN8FNnWCVt2X7xN4sm3_responses_high.xlsx","Sheet1","Conf",1.09168374910983e-06,0,0.1,0.2307431911,3.8830188923718e-05,0.4961088769,0.5648039869,"high",27,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",14
"YgN8FNnWCVt2X7xN4sm3","YgN8FNnWCVt2X7xN4sm3_responses_low.xlsx","Sheet1","Conf",0.3510097981,0,0.6,0.9372871512,0.1252584119,1.5945143944,0.8353239848,"low",27,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",14
"YiriMmgQyWoVwuXDsAu7","YiriMmgQyWoVwuXDsAu7_responses_high.xlsx","Sheet1","Conf",6.15253549767679e-08,0,0.25,1.0777903479,0.6566518229,1.343689266,0.7770033983,"high",34,"female","High Start","Clump",FALSE,"10",TRUE,"volunteer",13
"YiriMmgQyWoVwuXDsAu7","YiriMmgQyWoVwuXDsAu7_responses_low.xlsx","Sheet1","Conf",1.474922027565e-05,0,0.45,1.3200994399,0.6248349401,1.5952735496,0.8247087816,"low",34,"female","High Start","Clump",FALSE,"10",TRUE,"volunteer",13
"yIWYJ0R3fVoVkYww6A6r","yIWYJ0R3fVoVkYww6A6r_responses_high.xlsx","Sheet1","Conf",0.0364762966,0,0.15,0.430295063,5.9137e-05,0.7643056094,0.6334144247,"high",38,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",30
"yIWYJ0R3fVoVkYww6A6r","yIWYJ0R3fVoVkYww6A6r_responses_low.xlsx","Sheet1","Conf",0.357818827,0.05,0.5,0.4865866837,4.11513797987513e-05,1.0815310925,0.7653484411,"low",38,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",30
"YKoNqHRvsmBygbqNJXkG","YKoNqHRvsmBygbqNJXkG_responses_high.xlsx","Sheet1","Conf",0.0756703308,0,0.3,0.2767623583,2.1995e-05,0.6184008312,0.6095422598,"high",38,"female","High Start","Even",TRUE,"unknown",TRUE,"turker",14
"YKoNqHRvsmBygbqNJXkG","YKoNqHRvsmBygbqNJXkG_responses_low.xlsx","Sheet1","Conf",0.0088874819,0,0.2,0.2270799935,2.2227e-05,0.4873347898,0.5676604542,"low",38,"female","High Start","Even",TRUE,"unknown",TRUE,"turker",14
"yLtjtT66A069V6UKqWXk","yLtjtT66A069V6UKqWXk_responses_high.xlsx","Sheet1","Conf",0.1968972578,0.075,0.3,0.4350428242,0.0187340906,0.7824375391,0.6954751192,"high",40,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",18
"yLtjtT66A069V6UKqWXk","yLtjtT66A069V6UKqWXk_responses_low.xlsx","Sheet1","Conf",0.5984000808,0,0.7,1.542719987,0.9317973377,2.3410120876,0.9447132423,"low",40,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",18
"YOJgUcayDbwfvVPHlEky","YOJgUcayDbwfvVPHlEky_responses_high.xlsx","Sheet1","Conf",0.0107088953,0,0.1,0.1597093826,3.50064263263751e-05,0.4485346458,0.5498303158,"high",36,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",30
"YOJgUcayDbwfvVPHlEky","YOJgUcayDbwfvVPHlEky_responses_low.xlsx","Sheet1","Conf",0.3517574728,0.2,0.5,0.2720201746,2.31422087044756e-05,0.7678611312,0.7253165887,"low",36,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",30
"yoKHdBstVQbTeCta1MWo","yoKHdBstVQbTeCta1MWo_responses_high.xlsx","Sheet1","Conf",0.1426284433,0.02,0.25,1.87823949951921e-06,8.3050755260406e-07,0.3990593662,0.5713143484,"high",56,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",18
"yoKHdBstVQbTeCta1MWo","yoKHdBstVQbTeCta1MWo_responses_low.xlsx","Sheet1","Conf",0.2176058152,0,0.3,0.0128736609,3.046e-05,0.6028192881,0.6116438603,"low",56,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",18
"yOT21Il3PSr3kCXq1INt","yOT21Il3PSr3kCXq1INt_responses_high.xlsx","Sheet1","Conf",0.5637632303,0,0.7,0.605357578,3.80083617789013e-05,1.5203119723,0.8541629323,"high",28,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",22
"yOT21Il3PSr3kCXq1INt","yOT21Il3PSr3kCXq1INt_responses_low.xlsx","Sheet1","Conf",0.3649418137,0,0.7,1.1736389866,0.1707068127,1.8125475374,0.8708917255,"low",28,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",22
"Yq6e9q9jISR4v3NaktCc","Yq6e9q9jISR4v3NaktCc_responses_high.xlsx","Sheet1","Conf",0.1978229918,0,0.35,0.0993498791,3.54465835260023e-05,0.7662338491,0.6213745764,"high",39,"female","High Start","Clump",TRUE,"unknown",TRUE,"turker",15
"Yq6e9q9jISR4v3NaktCc","Yq6e9q9jISR4v3NaktCc_responses_low.xlsx","Sheet1","Conf",2.30662355246571e-06,0,0.3,0.4546412643,4.73772119158358e-05,0.7587741651,0.62607721,"low",39,"female","High Start","Clump",TRUE,"unknown",TRUE,"turker",15
"yqXFFVWODg3HBggOgWYH","yqXFFVWODg3HBggOgWYH_responses_high.xlsx","Sheet1","Conf",5.39245046931595e-07,0,0.5,0.6274757604,4.14070915092974e-05,0.9169238194,0.6713673787,"high",24,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",25
"yqXFFVWODg3HBggOgWYH","yqXFFVWODg3HBggOgWYH_responses_low.xlsx","Sheet1","Conf",6.29588022180234e-07,0,0.5,0.5194228163,3.54498134142207e-05,0.7991344503,0.6432976073,"low",24,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",25
"YsYXAMjuc43iFquHYefx","YsYXAMjuc43iFquHYefx_responses_high.xlsx","Sheet1","Conf",9.92821505499284e-08,0,0.2,0.4348144848,0.029975425,0.8403454127,0.620753219,"high",25,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",13
"YsYXAMjuc43iFquHYefx","YsYXAMjuc43iFquHYefx_responses_low.xlsx","Sheet1","Conf",5.69076036294192e-16,0,0.15,1.28906249999974e-05,4.92378061376991e-06,0.1374190173,0.5000033497,"low",25,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",13
"YUyF5d3E2PGMiAmtMcPW","YUyF5d3E2PGMiAmtMcPW_responses_high.xlsx","Sheet1","Conf",5.88331466877533e-16,0,0.2,2.57812499999975e-05,9.84756122754081e-06,0.2177856045,0.5000069861,"high",27,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",11
"YUyF5d3E2PGMiAmtMcPW","YUyF5d3E2PGMiAmtMcPW_responses_low.xlsx","Sheet1","Conf",0.0001204342,0,0.25,7.42040574550794e-06,2.83434278446903e-06,0.2349574373,0.5000620234,"low",27,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",11
"YWY6Qj3MSmk0QlldEBUU","YWY6Qj3MSmk0QlldEBUU_responses_high.xlsx","Sheet1","Conf",0.3872449619,0.2,0.5,7.03581910016381e-07,4.37756269646726e-07,0.5136706028,0.6936222049,"high",25,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",31
"YWY6Qj3MSmk0QlldEBUU","YWY6Qj3MSmk0QlldEBUU_responses_low.xlsx","Sheet1","Conf",0.0113618736,0,0.25,0.0771282969,2.60208521396521e-17,0.3332507417,0.527180274,"low",25,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",31
